año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,produccion_tn
2014,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,36808
2015,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,42957
2016,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,40633
2017,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,46714
2018,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,45845
2019,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,50326
2020,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,55982
2021,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,63325
2022,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,58282
2023,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,62992
2024,Buenos Aires,Necochea,Trigo,-38.2554110045679,-59.1673869468897,Pampa Húmeda,58174
2000,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,50606
2001,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,52090
2002,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,44003
2003,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,54579
2004,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,53611
2005,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,47517
2006,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,35969
2007,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,58269
2008,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,38784
2009,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,29582
2010,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,31667
2011,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,43932
2012,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,34255
2013,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,33923
2014,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,43360
2015,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,50661
2016,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,47963
2017,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,55135
2018,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,54052
2019,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,59266
2020,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,65901
2021,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,74598
2022,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,68737
2023,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,74354
2024,Buenos Aires,Chascomús,Trigo,-35.6186883086057,-57.9039810685242,Pampa Húmeda,68658
2000,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,47601
2001,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,49981
2002,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,44755
2003,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,58589
2004,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,58120
2005,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,49332
2006,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,35032
2007,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,54811
2008,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,37215
2009,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,30088
2010,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,33993
2011,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,47625
2012,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,35565
2013,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,33038
2014,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,40787
2015,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,48612
2016,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,48782
2017,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,59188
2018,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,58598
2019,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,61530
2020,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,64184
2021,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,70169
2022,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,65955
2023,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,75624
2024,Buenos Aires,Punta Indio,Trigo,-35.4260558765566,-57.3992340402061,Pampa Húmeda,73703
2000,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,46673
2001,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,47652
2002,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,42271
2003,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,56178
2004,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,57279
2005,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,49633
2006,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,35190
2007,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,53739
2008,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,35481
2009,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,28418
2010,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,32592
2011,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,46936
2012,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,35782
2013,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,33189
2014,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,39990
2015,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,46348
2016,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,46074
2017,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,56749
2018,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,57747
2019,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,61902
2020,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,64474
2021,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,68799
2022,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,62883
2023,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,71426
2024,Buenos Aires,Lezama,Trigo,-35.8492083919939,-57.8948443895452,Pampa Húmeda,70670
2000,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,51100
2001,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,53680
2002,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,48062
2003,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,62891
2004,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,62351
2005,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,52908
2006,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,37583
2007,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,58836
2008,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,39969
2009,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,32312
2010,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,36487
2011,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,51092
2012,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,38144
2013,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,35446
2014,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,43784
2015,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,52208
2016,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,52388
2017,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,63530
2018,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,62859
2019,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,65992
2020,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,68857
2021,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,75324
2022,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,70834
2023,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,81213
2024,Buenos Aires,Campana,Trigo,-34.1383889592817,-58.8829573786215,Pampa Húmeda,79114
2000,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,44780
2001,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,47212
2002,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,40940
2003,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,51282
2004,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,49614
2005,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,42698
2006,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,31684
2007,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,51560
2008,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,35154
2009,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,27524
2010,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,29753
2011,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,40656
2012,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,30785
2013,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,29882
2014,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,38368
2015,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,45920
2016,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,44627
2017,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,51804
2018,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,50022
2019,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,53257
2020,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,58052
2021,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,66010
2022,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,62304
2023,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,69180
2024,Buenos Aires,Adolfo Alsina,Trigo,-37.196762082356,-63.0560551528803,Pampa Húmeda,64511
2000,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,48922
2001,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,49016
2002,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,40952
2003,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,51534
2004,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,52154
2005,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,47214
2006,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,35616
2007,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,56329
2008,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,36495
2009,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,27531
2010,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,29900
2011,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,42736
2012,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,34038
2013,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,33587
2014,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,41916
2015,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,47672
2016,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,44639
2017,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,52057
2018,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,52582
2019,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,58887
2020,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,65253
2021,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,72117
2022,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,64680
2023,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,69198
2024,Buenos Aires,Pellegrini,Trigo,-36.2711917055859,-63.2257521123403,Pampa Húmeda,64828
2000,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,52887
2001,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,54406
2002,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,45938
2003,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,56982
2004,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,56003
2005,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,49666
2006,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,37602
2007,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,60894
2008,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,40509
2009,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,30885
2010,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,33061
2011,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,45891
2012,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,35805
2013,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,35463
2014,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,45312
2015,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,52912
2016,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,50074
2017,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,57565
2018,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,56461
2019,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,61944
2020,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,68892
2021,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,77957
2022,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,71793
2023,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,77624
2024,Buenos Aires,Ensenada,Trigo,-34.8421497421872,-57.9791090925538,Pampa Húmeda,71681
2000,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,676185
2001,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,710594
2002,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,613087
2003,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,765436
2004,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,741286
2005,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,641041
2006,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,477987
2007,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,778574
2008,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,529101
2009,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,412175
2010,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,444093
2011,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,607431
2012,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,462150
2013,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,450777
2014,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,579359
2015,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,691113
2016,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,668277
2017,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,773232
2018,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,747365
2019,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,799546
2020,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,875732
2021,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,996753
2022,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,937696
2023,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,1035979
2024,Buenos Aires,Pergamino,Trigo,-33.8360668139653,-60.5447828161659,Pampa Húmeda,962880
2000,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,41769
2001,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,41591
2002,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,35893
2003,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,47320
2004,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,49030
2005,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,43674
2006,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,31586
2007,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,48092
2008,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,30969
2009,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,24131
2010,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,27453
2011,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,40179
2012,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,31485
2013,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,29790
2014,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,35787
2015,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,40450
2016,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,39124
2017,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,47803
2018,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,49433
2019,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,54475
2020,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,57868
2021,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,61571
2022,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,54885
2023,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,60650
2024,Buenos Aires,Puán,Trigo,-38.0760763207387,-63.0574326099086,Pampa Húmeda,59527
2000,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,50552
2001,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,53647
2002,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,47325
2003,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,60222
2004,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,58435
2005,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,49636
2006,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,36125
2007,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,58205
2008,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,39945
2009,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,31818
2010,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,34940
2011,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,47883
2012,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,35782
2013,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,34070
2014,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,43313
2015,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,52174
2016,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,51586
2017,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,60834
2018,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,58913
2019,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,61906
2020,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,66184
2021,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,74515
2022,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,70792
2023,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,79969
2024,Buenos Aires,General Villegas,Trigo,-34.7702605023112,-62.9541988413061,Pampa Húmeda,75757
2000,Buenos Aires,San Fernando,Trigo,-34.1558361119161,-58.5345816568901,Pampa Húmeda,54168
2001,Buenos Aires,San Fernando,Trigo,-34.1558361119161,-58.5345816568901,Pampa Húmeda,53650
