año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,sup_sembrada_ha
2020,Buenos Aires,San Miguel,Maíz,-34.5521343486779,-58.6917835230047,Pampa Húmeda,11438
2021,Buenos Aires,San Miguel,Maíz,-34.5521343486779,-58.6917835230047,Pampa Húmeda,12444
2022,Buenos Aires,San Miguel,Maíz,-34.5521343486779,-58.6917835230047,Pampa Húmeda,11346
2023,Buenos Aires,San Miguel,Maíz,-34.5521343486779,-58.6917835230047,Pampa Húmeda,11408
2024,Buenos Aires,San Miguel,Maíz,-34.5521343486779,-58.6917835230047,Pampa Húmeda,11851
2000,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5439
2001,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,4765
2002,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,3797
2003,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,4557
2004,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,4139
2005,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,4837
2006,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,4964
2007,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5287
2008,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,6148
2009,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5316
2010,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5881
2011,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5852
2012,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5691
2013,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,5548
2014,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,7856
2015,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,8453
2016,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,8810
2017,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,9115
2018,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,9991
2019,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,9959
2020,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,10949
2021,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,12388
2022,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,11835
2023,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,12152
2024,Buenos Aires,San Andrés de Giles,Maíz,-34.4377314289072,-59.4731985905145,Pampa Húmeda,12349
2000,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5137
2001,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4580
2002,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,3782
2003,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4670
2004,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4243
2005,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4813
2006,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4759
2007,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,4995
2008,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5909
2009,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5294
2010,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,6026
2011,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5999
2012,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5663
2013,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,5318
2014,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,7421
2015,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,8126
2016,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,8774
2017,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,9340
2018,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,10243
2019,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,9910
2020,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,10497
2021,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,11702
2022,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,11376
2023,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,12102
2024,Buenos Aires,Mercedes,Maíz,-34.6973213261419,-59.4204811393582,Pampa Húmeda,12654
2000,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5204
2001,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,4639
2002,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,3832
2003,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,4735
2004,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,4304
2005,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,4881
2006,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,4823
2007,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5059
2008,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5986
2009,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5365
2010,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,6110
2011,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,6085
2012,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5743
2013,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,5390
2014,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,7517
2015,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,8231
2016,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,8891
2017,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,9470
2018,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,10389
2019,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,10050
2020,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,10639
2021,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,11854
2022,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,11523
2023,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,12264
2024,Buenos Aires,Pilar,Maíz,-34.4481640053043,-58.9033327303822,Pampa Húmeda,12831
2000,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5284
2001,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,4692
2002,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,3813
2003,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,4629
2004,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,4183
2005,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,4796
2006,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,4834
2007,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5137
2008,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,6055
2009,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5338
2010,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5973
2011,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5913
2012,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5642
2013,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,5403
2014,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,7632
2015,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,8325
2016,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,8845
2017,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,9258
2018,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,10096
2019,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,9874
2020,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,10664
2021,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,12036
2022,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,11655
2023,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,12200
2024,Buenos Aires,Luján,Maíz,-34.5673224195595,-59.1584564399668,Pampa Húmeda,12543
2000,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5072
2001,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,4394
2002,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,3655
2003,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,4678
2004,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,4417
2005,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5078
2006,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,4905
2007,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,4931
2008,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5670
2009,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5117
2010,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,6036
2011,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,6244
2012,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5974
2013,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,5482
2014,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,7326
2015,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,7796
2016,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,8480
2017,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,9356
2018,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,10661
2019,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,10455
2020,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,10820
2021,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,11553
2022,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,10915
2023,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,11696
2024,Buenos Aires,Hurlingham,Maíz,-34.5992830551765,-58.6495253867317,Pampa Húmeda,12676
2000,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5066
2001,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,4371
2002,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,3628
2003,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,4650
2004,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,4407
2005,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5083
2006,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,4913
2007,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,4925
2008,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5640
2009,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5080
2010,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,6001
2011,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,6230
2012,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5981
2013,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,5492
2014,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,7318
2015,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,7755
2016,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,8418
2017,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,9301
2018,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,10637
2019,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,10466
2020,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,10838
2021,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,11540
2022,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,10857
2023,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,11611
2024,Buenos Aires,Morón,Maíz,-34.6493861631091,-58.6198317111492,Pampa Húmeda,12601
2000,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5130
2001,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,4356
2002,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,3574
2003,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,4587
2004,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,4401
2005,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5151
2006,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5011
2007,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,4987
2008,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5621
2009,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5004
2010,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5919
2011,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,6223
2012,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,6060
2013,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,5600
2014,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,7409
2015,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,7729
2016,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,8292
2017,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,9174
2018,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,10624
2019,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,10606
2020,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,11053
2021,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,11684
2022,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,10821
2023,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,11437
2024,Buenos Aires,Chacabuco,Maíz,-34.6182002950801,-60.3543081129662,Pampa Húmeda,12430
2000,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5465
2001,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,4559
2002,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,3565
2003,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,4394
2004,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,4210
2005,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5109
2006,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5210
2007,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5313
2008,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5883
2009,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,4991
2010,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5670
2011,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5952
2012,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,6011
2013,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,5823
2014,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,7894
2015,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,8089
2016,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,8271
2017,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,8789
2018,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,10161
2019,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,10519
2020,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,11492
2021,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,12448
2022,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,11325
2023,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,11408
2024,Buenos Aires,Malvinas Argentinas,Maíz,-34.4873113444512,-58.7121372415949,Pampa Húmeda,11907
2000,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4549
2001,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4012
2002,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,3350
2003,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4235
2004,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,3924
2005,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4457
2006,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4322
2007,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4423
2008,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,5177
2009,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4690
2010,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,5464
2011,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,5548
2012,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,5243
2013,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,4830
2014,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,6571
2015,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,7119
2016,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,7771
2017,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,8469
2018,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,9471
2019,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,9176
2020,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,9533
2021,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,10362
2022,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,9966
2023,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,10719
2024,Buenos Aires,Tres Lomas,Maíz,-36.4971002162064,-62.8639077725213,Pampa Húmeda,11474
2000,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4631
2001,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4088
2002,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,3288
2003,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,3964
2004,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,3586
2005,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4150
2006,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4225
2007,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4502
2008,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,5274
2009,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4603
2010,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,5115
2011,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,5070
2012,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4882
2013,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,4722
2014,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,6689
2015,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,7252
2016,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,7628
2017,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,7928
2018,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,8656
2019,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,8544
2020,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,9320
2021,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,10548
2022,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,10153
2023,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,10522
2024,Buenos Aires,Ayacucho,Maíz,-37.0354309121063,-58.4425565239465,Pampa Húmeda,10741
2000,Buenos Aires,Guaminí,Maíz,-36.8906755108534,-62.4185310608382,Pampa Húmeda,4738
2001,Buenos Aires,Guaminí,Maíz,-36.8906755108534,-62.4185310608382,Pampa Húmeda,3947
2002,Buenos Aires,Guaminí,Maíz,-36.8906755108534,-62.4185310608382,Pampa Húmeda,3093
2003,Buenos Aires,Guaminí,Maíz,-36.8906755108534,-62.4185310608382,Pampa Húmeda,3831
