año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2024,Santiago del Estero,Pellegrini,Maíz,-26.2199018368927,-64.0917498279144,NOA,8.37
2000,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.51
2001,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.4
2002,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.22
2003,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.76
2004,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.49
2005,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,6.59
2006,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,6.8
2007,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.3
2008,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.0
2009,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,6.85
2010,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.08
2011,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.42
2012,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.6
2013,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.75
2014,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.13
2015,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,6.62
2016,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,5.15
2017,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.86
2018,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,8.01
2019,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,8.19
2020,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,7.67
2021,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,8.33
2022,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,6.16
2023,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,8.55
2024,Santiago del Estero,Avellaneda,Maíz,-28.555362665393,-63.20376658846,NOA,8.37
2000,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.51
2001,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.4
2002,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.22
2003,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.76
2004,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.49
2005,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,6.59
2006,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,6.8
2007,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.3
2008,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.0
2009,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,6.85
2010,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.08
2011,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.42
2012,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.6
2013,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.75
2014,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.13
2015,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,6.62
2016,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,5.15
2017,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.86
2018,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,8.01
2019,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,8.19
2020,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,7.67
2021,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,8.33
2022,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,6.16
2023,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,8.55
2024,Santiago del Estero,Silípica,Maíz,-28.1888486590344,-64.2732683808613,NOA,8.37
2000,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.51
2001,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.4
2002,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.22
2003,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.76
2004,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.49
2005,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,6.59
2006,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,6.8
2007,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.3
2008,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.0
2009,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,6.85
2010,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.08
2011,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.42
2012,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.6
2013,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.75
2014,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.13
2015,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,6.62
2016,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,5.15
2017,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.86
2018,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,8.01
2019,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,8.19
2020,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,7.67
2021,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,8.33
2022,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,6.16
2023,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,8.55
2024,Santiago del Estero,Mitre,Maíz,-29.6150490318213,-62.7386757564942,NOA,8.37
2000,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.51
2001,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.4
2002,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.22
2003,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.76
2004,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.49
2005,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,6.59
2006,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,6.8
2007,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.3
2008,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.0
2009,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,6.85
2010,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.08
2011,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.42
2012,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.6
2013,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.75
2014,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.13
2015,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,6.62
2016,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,5.15
2017,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.86
2018,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,8.01
2019,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,8.19
2020,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,7.67
2021,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,8.33
2022,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,6.16
2023,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,8.55
2024,Santiago del Estero,Atamisqui,Maíz,-28.6918181695012,-63.8815639977726,NOA,8.37
2000,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.51
2001,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.4
2002,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.22
2003,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.76
2004,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.49
2005,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,6.59
2006,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,6.8
2007,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.3
2008,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.0
2009,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,6.85
2010,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.08
2011,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.42
2012,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.6
2013,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.75
2014,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.13
2015,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,6.62
2016,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,5.15
2017,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.86
2018,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,8.01
2019,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,8.19
2020,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,7.67
2021,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,8.33
2022,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,6.16
2023,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,8.55
2024,Santiago del Estero,Jiménez,Maíz,-26.8996081032586,-64.2724736671085,NOA,8.37
2000,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.51
2001,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.4
2002,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.22
2003,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.76
2004,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.49
2005,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,6.59
2006,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,6.8
2007,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.3
2008,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.0
2009,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,6.85
2010,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.08
2011,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.42
2012,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.6
2013,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.75
2014,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.13
2015,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,6.62
2016,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,5.15
2017,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.86
2018,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,8.01
2019,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,8.19
2020,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,7.67
2021,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,8.33
2022,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,6.16
2023,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,8.55
2024,Tucumán,Capital,Maíz,-26.8332209186353,-65.2170208037282,NOA,8.37
2000,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.51
2001,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.4
2002,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.22
2003,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.76
2004,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.49
2005,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,6.59
2006,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,6.8
2007,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.3
2008,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.0
2009,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,6.85
2010,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.08
2011,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.42
2012,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.6
2013,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.75
2014,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.13
2015,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,6.62
2016,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,5.15
2017,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.86
2018,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,8.01
2019,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,8.19
2020,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,7.67
2021,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,8.33
2022,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,6.16
2023,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,8.55
2024,Tucumán,Burruyacú,Maíz,-26.5305481465544,-64.8195981132229,NOA,8.37
2000,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.51
2001,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.4
2002,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.22
2003,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.76
2004,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.49
2005,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,6.59
2006,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,6.8
2007,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.3
2008,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.0
2009,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,6.85
2010,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.08
2011,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.42
2012,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.6
2013,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.75
2014,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.13
2015,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,6.62
2016,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,5.15
2017,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.86
2018,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,8.01
2019,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,8.19
2020,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,7.67
2021,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,8.33
2022,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,6.16
2023,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,8.55
2024,Tucumán,Famaillá,Maíz,-26.9759689777425,-65.4789084982894,NOA,8.37
2000,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.51
2001,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.4
2002,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.22
2003,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.76
2004,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.49
2005,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,6.59
2006,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,6.8
2007,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.3
2008,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.0
2009,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,6.85
2010,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.08
2011,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.42
2012,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.6
2013,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.75
2014,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.13
2015,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,6.62
2016,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,5.15
2017,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.86
2018,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,8.01
2019,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,8.19
2020,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,7.67
2021,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,8.33
2022,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,6.16
2023,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,8.55
2024,Tucumán,Cruz Alta,Maíz,-26.9180036848972,-64.9738642266054,NOA,8.37
2000,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.51
2001,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.4
2002,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.22
2003,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.76
2004,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.49
2005,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,6.59
2006,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,6.8
2007,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.3
2008,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.0
2009,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,6.85
2010,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.08
2011,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.42
2012,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.6
2013,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.75
2014,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.13
2015,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,6.62
2016,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,5.15
2017,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.86
2018,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,8.01
2019,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,8.19
2020,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,7.67
2021,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,8.33
2022,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,6.16
2023,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,8.55
2024,Tucumán,Lules,Maíz,-26.8622353459017,-65.4310245938907,NOA,8.37
2000,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.51
2001,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.4
2002,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.22
2003,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.76
2004,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.49
2005,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,6.59
2006,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,6.8
2007,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.3
2008,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.0
2009,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,6.85
2010,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.08
2011,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.42
2012,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.6
2013,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.75
2014,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.13
2015,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,6.62
2016,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,5.15
2017,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.86
2018,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,8.01
2019,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,8.19
2020,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,7.67
2021,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,8.33
2022,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,6.16
2023,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,8.55
2024,Tucumán,Yerba Buena,Maíz,-26.7839244723358,-65.3411739273315,NOA,8.37
2000,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.51
2001,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.4
2002,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.22
2003,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.76
2004,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.49
2005,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,6.59
2006,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,6.8
2007,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.3
2008,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.0
2009,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,6.85
2010,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.08
2011,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.42
2012,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.6
2013,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.75
2014,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.13
2015,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,6.62
2016,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,5.15
2017,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.86
